ID                                    0x421c
Delivery_person_ID             VADRES12DEL01
Delivery_person_Age                    39.00
Delivery_person_Ratings                 4.70
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.04
Delivery_location_longitude             0.04
Order_Date                        05-03-2022
Time_Orderd                            15:25
Time_Order_picked                      15:40
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                     1.00
Festival                                  No
City                                   Urban
Time_taken (min)                       26.00
Name: 11439, dtype: object
