ID                                      0x6b7
Delivery_person_ID             PUNERES03DEL01
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 18.554382
Restaurant_longitude                73.798206
Delivery_location_latitude          18.564382
Delivery_location_longitude         73.808206
Order_Date                         13-03-2022
Time_Orderd                               NaN
Time_Order_picked                       10:50
Weather conditions                      Windy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                          Buffet
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    26.000000
Name: 36310, dtype: object
