ID                                    0xc7a9
Delivery_person_ID             ALHRES19DEL01
Delivery_person_Age                23.000000
Delivery_person_Ratings             4.000000
Restaurant_latitude                25.457116
Restaurant_longitude               81.859682
Delivery_location_latitude         25.497116
Delivery_location_longitude        81.899682
Order_Date                        11-02-2022
Time_Orderd                            13:35
Time_Order_picked                      13:50
Weather conditions                    Cloudy
Road_traffic_density                    High
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   33.000000
Name: 39209, dtype: object
