ID                                      0xc113
Delivery_person_ID             AURGRES010DEL02
Delivery_person_Age                        NaN
Delivery_person_Ratings                    NaN
Restaurant_latitude                  19.875337
Restaurant_longitude                 75.316722
Delivery_location_latitude           20.005337
Delivery_location_longitude          75.446722
Order_Date                          14-02-2022
Time_Orderd                                NaN
Time_Order_picked                        19:40
Weather conditions                      Stormy
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     30.000000
Name: 9756, dtype: object
