ID                                       0x958d
Delivery_person_ID                JAPRES07DEL02
Delivery_person_Age                   27.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   26.766536
Restaurant_longitude                  75.837333
Delivery_location_latitude            26.896536
Delivery_location_longitude           75.967333
Order_Date                           12-03-2022
Time_Orderd                               20:60
Time_Order_picked                         21:10
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    2.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 42670, dtype: object
