ID                                    0xd63e
Delivery_person_ID             KOCRES02DEL01
Delivery_person_Age                36.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude                10.028047
Restaurant_longitude               76.310019
Delivery_location_latitude         10.038047
Delivery_location_longitude        76.320019
Order_Date                        17-02-2022
Time_Orderd                            10:15
Time_Order_picked                      10:20
Weather conditions                     Windy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                      NaN
Festival                                  No
City                           Metropolitian
Time_taken (min)                   23.000000
Name: 32277, dtype: object
