ID                                     0x345c
Delivery_person_ID             INDORES08DEL01
Delivery_person_Age                 23.000000
Delivery_person_Ratings              4.800000
Restaurant_latitude                 22.725748
Restaurant_longitude                75.898497
Delivery_location_latitude          22.795748
Delivery_location_longitude         75.968497
Order_Date                         29-03-2022
Time_Orderd                             21:40
Time_Order_picked                       21:45
Weather conditions                     Cloudy
Road_traffic_density                      Jam
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  2.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    36.000000
Name: 36157, dtype: object
