ID                                      0x6906
Delivery_person_ID             PUNERES010DEL02
Delivery_person_Age                  38.000000
Delivery_person_Ratings               4.100000
Restaurant_latitude                  18.539299
Restaurant_longitude                 73.897902
Delivery_location_latitude           18.669299
Delivery_location_longitude          74.027902
Order_Date                          14-03-2022
Time_Orderd                              19:40
Time_Order_picked                        19:50
Weather conditions                         Fog
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     37.000000
Name: 18162, dtype: object
