ID                                     0x50e9
Delivery_person_ID             BANGRES16DEL02
Delivery_person_Age                 36.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 13.029198
Restaurant_longitude                77.570997
Delivery_location_latitude          13.049198
Delivery_location_longitude         77.590997
Order_Date                         09-03-2022
Time_Orderd                              9:10
Time_Order_picked                        9:25
Weather conditions                        Fog
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    18.000000
Name: 9156, dtype: object
