ID                                    0xc181
Delivery_person_ID             GOARES15DEL01
Delivery_person_Age                 37.00000
Delivery_person_Ratings              4.70000
Restaurant_latitude                 15.51315
Restaurant_longitude                73.78346
Delivery_location_latitude          15.62315
Delivery_location_longitude         73.89346
Order_Date                        14-02-2022
Time_Orderd                            17:30
Time_Order_picked                      17:35
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                  1.00000
Festival                                  No
City                           Metropolitian
Time_taken (min)                    27.00000
Name: 27391, dtype: object
