ID                                    0x5c10
Delivery_person_ID             VADRES18DEL03
Delivery_person_Age                    28.00
Delivery_person_Ratings                 5.00
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.03
Delivery_location_longitude             0.03
Order_Date                        03-03-2022
Time_Orderd                            20:35
Time_Order_picked                      20:50
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                     1.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       17.00
Name: 26561, dtype: object
