ID                                       0xe132
Delivery_person_ID                AGRRES15DEL02
Delivery_person_Age                       34.00
Delivery_person_Ratings                    4.60
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.02
Delivery_location_longitude                0.02
Order_Date                           17-02-2022
Time_Orderd                               11:35
Time_Order_picked                         11:50
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          28.00
Name: 42945, dtype: object
