ID                                       0xa656
Delivery_person_ID               CHENRES20DEL01
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   12.975996
Restaurant_longitude                  80.221898
Delivery_location_latitude            13.045996
Delivery_location_longitude           80.291898
Order_Date                           10-03-2022
Time_Orderd                               19:25
Time_Order_picked                         19:30
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      39.000000
Name: 8203, dtype: object
