ID                                     0x57ce
Delivery_person_ID             PUNERES11DEL02
Delivery_person_Age                 30.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 18.533811
Restaurant_longitude                73.899315
Delivery_location_latitude          18.583811
Delivery_location_longitude         73.949315
Order_Date                         17-03-2022
Time_Orderd                             23:45
Time_Order_picked                       23:60
Weather conditions                 Sandstorms
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    24.000000
Name: 10485, dtype: object
