ID                                    0x731f
Delivery_person_ID             MUMRES20DEL02
Delivery_person_Age                24.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                19.103249
Restaurant_longitude               72.846749
Delivery_location_latitude         19.233249
Delivery_location_longitude        72.976749
Order_Date                        04-03-2022
Time_Orderd                            17:60
Time_Order_picked                      18:10
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   29.000000
Name: 17729, dtype: object
