ID                                     0x3e29
Delivery_person_ID             CHENRES16DEL01
Delivery_person_Age                 35.000000
Delivery_person_Ratings              5.000000
Restaurant_latitude                 13.049645
Restaurant_longitude                80.242268
Delivery_location_latitude          13.059645
Delivery_location_longitude         80.252268
Order_Date                         13-03-2022
Time_Orderd                             10:60
Time_Order_picked                       11:10
Weather conditions                      Sunny
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    29.000000
Name: 9069, dtype: object
