ID                                      0x6f41
Delivery_person_ID             COIMBRES09DEL01
Delivery_person_Age                  27.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  11.008638
Restaurant_longitude                 76.984311
Delivery_location_latitude           11.078638
Delivery_location_longitude          77.054311
Order_Date                          06-03-2022
Time_Orderd                              22:30
Time_Order_picked                        22:35
Weather conditions                       Windy
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                            Snack
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     16.000000
Name: 9579, dtype: object
