ID                                       0xb356
Delivery_person_ID             RANCHIRES16DEL01
Delivery_person_Age                   31.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   23.371292
Restaurant_longitude                  85.327872
Delivery_location_latitude            23.441292
Delivery_location_longitude           85.397872
Order_Date                           18-03-2022
Time_Orderd                               19:40
Time_Order_picked                         19:55
Weather conditions                   Sandstorms
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 38936, dtype: object
