ID                                    0x9d04
Delivery_person_ID             MYSRES11DEL02
Delivery_person_Age                28.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude                12.323225
Restaurant_longitude               76.630028
Delivery_location_latitude         12.343225
Delivery_location_longitude        76.650028
Order_Date                        05-03-2022
Time_Orderd                             9:20
Time_Order_picked                       9:25
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   23.000000
Name: 22351, dtype: object
