ID                                       0x81f7
Delivery_person_ID                HYDRES09DEL02
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   17.431668
Restaurant_longitude                  78.408321
Delivery_location_latitude            17.561668
Delivery_location_longitude           78.538321
Order_Date                           31-03-2022
Time_Orderd                               17:55
Time_Order_picked                         18:10
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      15.000000
Name: 23470, dtype: object
