ID                                      0x3b47
Delivery_person_ID             COIMBRES20DEL02
Delivery_person_Age                  39.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  10.994136
Restaurant_longitude                 76.963303
Delivery_location_latitude           11.124136
Delivery_location_longitude          77.093303
Order_Date                          06-03-2022
Time_Orderd                              20:10
Time_Order_picked                        20:20
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   2.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     37.000000
Name: 38180, dtype: object
