ID                                     0x6ae8
Delivery_person_ID             BANGRES14DEL02
Delivery_person_Age                 33.000000
Delivery_person_Ratings              3.700000
Restaurant_latitude                 12.949934
Restaurant_longitude                77.699386
Delivery_location_latitude          13.029934
Delivery_location_longitude         77.779386
Order_Date                         14-03-2022
Time_Orderd                             21:45
Time_Order_picked                       21:60
Weather conditions                      Sunny
Road_traffic_density                      Jam
Vehicle_condition                           1
Type_of_order                          Buffet
Type_of_vehicle                       scooter
multiple_deliveries                       NaN
Festival                                   No
City                            Metropolitian
Time_taken (min)                    33.000000
Name: 3171, dtype: object
