ID                                     0x8a38
Delivery_person_ID             INDORES19DEL01
Delivery_person_Age                 35.000000
Delivery_person_Ratings              4.400000
Restaurant_latitude                 22.745536
Restaurant_longitude                75.893106
Delivery_location_latitude          22.785536
Delivery_location_longitude         75.933106
Order_Date                         15-03-2022
Time_Orderd                             14:40
Time_Order_picked                       14:55
Weather conditions                     Stormy
Road_traffic_density                     High
Vehicle_condition                           0
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    45.000000
Name: 7007, dtype: object
