ID                                       0x48c
Delivery_person_ID             COIMBRES08DEL03
Delivery_person_Age                        NaN
Delivery_person_Ratings                    NaN
Restaurant_latitude                 -11.001852
Restaurant_longitude                -76.976268
Delivery_location_latitude           11.061852
Delivery_location_longitude          77.036268
Order_Date                          28-03-2022
Time_Orderd                                NaN
Time_Order_picked                        19:05
Weather conditions                      Cloudy
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     15.000000
Name: 28210, dtype: object
