ID                                        0x462
Delivery_person_ID             RANCHIRES11DEL03
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                  -23.359194
Restaurant_longitude                 -85.325447
Delivery_location_latitude            23.449194
Delivery_location_longitude           85.415447
Order_Date                           08-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         23:50
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                              Meal
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      15.000000
Name: 10683, dtype: object
