ID                                        0x8f78
Delivery_person_ID             RANCHIRES010DEL01
Delivery_person_Age                    38.000000
Delivery_person_Ratings                 4.500000
Restaurant_latitude                    23.354422
Restaurant_longitude                   85.332900
Delivery_location_latitude             23.364422
Delivery_location_longitude            85.342900
Order_Date                            03-03-2022
Time_Orderd                                11:15
Time_Order_picked                          11:20
Weather conditions                        Cloudy
Road_traffic_density                        High
Vehicle_condition                              1
Type_of_order                               Meal
Type_of_vehicle                       motorcycle
multiple_deliveries                     0.000000
Festival                                      No
City                               Metropolitian
Time_taken (min)                       27.000000
Name: 9804, dtype: object
