ID                                       0x76f1
Delivery_person_ID                MYSRES14DEL02
Delivery_person_Age                       36.00
Delivery_person_Ratings                    4.80
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.05
Delivery_location_longitude                0.05
Order_Date                           15-03-2022
Time_Orderd                               17:50
Time_Order_picked                         17:60
Weather conditions                        Sunny
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                        0.00
Festival                                     No
City                                        NaN
Time_taken (min)                          18.00
Name: 11307, dtype: object
