ID                                       0xc298
Delivery_person_ID                KOLRES04DEL02
Delivery_person_Age                   35.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   22.538731
Restaurant_longitude                  88.364878
Delivery_location_latitude            22.618731
Delivery_location_longitude           88.444878
Order_Date                           12-02-2022
Time_Orderd                               22:35
Time_Order_picked                         22:50
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      24.000000
Name: 44912, dtype: object
