ID                                       0x496e
Delivery_person_ID               CHENRES19DEL01
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   12.986047
Restaurant_longitude                  80.218114
Delivery_location_latitude            13.026047
Delivery_location_longitude           80.258114
Order_Date                           26-03-2022
Time_Orderd                               12:40
Time_Order_picked                         12:45
Weather conditions                        Windy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      23.000000
Name: 18759, dtype: object
