ID                                    0x961c
Delivery_person_ID             HYDRES08DEL03
Delivery_person_Age                29.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude                17.438263
Restaurant_longitude               78.397865
Delivery_location_latitude         17.498263
Delivery_location_longitude        78.457865
Order_Date                        07-03-2022
Time_Orderd                            22:60
Time_Order_picked                      23:10
Weather conditions                       Fog
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                      NaN
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 6546, dtype: object
