ID                                       0x396d
Delivery_person_ID             RANCHIRES13DEL02
Delivery_person_Age                   35.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   23.374989
Restaurant_longitude                  85.335486
Delivery_location_latitude            23.504989
Delivery_location_longitude           85.465486
Order_Date                           16-03-2022
Time_Orderd                               21:55
Time_Order_picked                         21:60
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                    3.000000
Festival                                    Yes
City                                      Urban
Time_taken (min)                      47.000000
Name: 640, dtype: object
