ID                                    0xd112
Delivery_person_ID             GOARES19DEL02
Delivery_person_Age                    36.00
Delivery_person_Ratings                 3.50
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.13
Delivery_location_longitude             0.13
Order_Date                        16-02-2022
Time_Orderd                            21:40
Time_Order_picked                      21:45
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                     2.00
Festival                                  No
City                                   Urban
Time_taken (min)                       41.00
Name: 2718, dtype: object
