ID                                       0x35d4
Delivery_person_ID              COIMBRES09DEL02
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.000000
Restaurant_latitude                   11.008638
Restaurant_longitude                  76.984311
Delivery_location_latitude            11.138638
Delivery_location_longitude           77.114311
Order_Date                           12-03-2022
Time_Orderd                               21:10
Time_Order_picked                         21:25
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      39.000000
Name: 34045, dtype: object
