ID                                       0x570a
Delivery_person_ID                MUMRES20DEL02
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   19.103249
Restaurant_longitude                  72.846749
Delivery_location_latitude            19.183249
Delivery_location_longitude           72.926749
Order_Date                           02-03-2022
Time_Orderd                               23:55
Time_Order_picked                         24:10
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      19.000000
Name: 32302, dtype: object
