ID                                    0xe117
Delivery_person_ID             KNPRES08DEL01
Delivery_person_Age                    27.00
Delivery_person_Ratings                 4.90
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.07
Delivery_location_longitude             0.07
Order_Date                        16-02-2022
Time_Orderd                            22:20
Time_Order_picked                      22:30
Weather conditions                Sandstorms
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                     0.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       15.00
Name: 6787, dtype: object
