ID                                      0xb146
Delivery_person_ID             PUNERES010DEL01
Delivery_person_Age                  20.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  18.539299
Restaurant_longitude                 73.897902
Delivery_location_latitude           18.549299
Delivery_location_longitude          73.907902
Order_Date                          03-04-2022
Time_Orderd                               8:15
Time_Order_picked                         8:30
Weather conditions                      Cloudy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     16.000000
Name: 2686, dtype: object
