ID                                       0x302c
Delivery_person_ID                VADRES02DEL02
Delivery_person_Age                       36.00
Delivery_person_Ratings                    4.70
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.08
Delivery_location_longitude                0.08
Order_Date                           04-04-2022
Time_Orderd                               20:50
Time_Order_picked                         20:60
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          26.00
Name: 37121, dtype: object
