ID                                    0xc877
Delivery_person_ID             ALHRES18DEL01
Delivery_person_Age                25.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                25.450317
Restaurant_longitude               81.831681
Delivery_location_latitude         25.490317
Delivery_location_longitude        81.871681
Order_Date                        13-02-2022
Time_Orderd                            15:45
Time_Order_picked                      15:55
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   22.000000
Name: 6063, dtype: object
