ID                                       0x48a8
Delivery_person_ID             RANCHIRES02DEL03
Delivery_person_Age                       30.00
Delivery_person_Ratings                    4.20
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.03
Delivery_location_longitude                0.03
Order_Date                           09-03-2022
Time_Orderd                               19:15
Time_Order_picked                         19:25
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          33.00
Name: 39154, dtype: object
