ID                                       0x964b
Delivery_person_ID             RANCHIRES11DEL03
Delivery_person_Age                   31.000000
Delivery_person_Ratings                4.000000
Restaurant_latitude                   23.359194
Restaurant_longitude                  85.325447
Delivery_location_latitude            23.449194
Delivery_location_longitude           85.415447
Order_Date                           10-03-2022
Time_Orderd                               17:20
Time_Order_picked                         17:25
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      37.000000
Name: 16515, dtype: object
