ID                                       0x905e
Delivery_person_ID               INDORES20DEL01
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   22.732225
Restaurant_longitude                  75.874765
Delivery_location_latitude            22.742225
Delivery_location_longitude           75.884765
Order_Date                           15-03-2022
Time_Orderd                                8:30
Time_Order_picked                          8:40
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      19.000000
Name: 5150, dtype: object
