ID                                       0x923c
Delivery_person_ID             COIMBRES010DEL03
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.100000
Restaurant_latitude                   11.003008
Restaurant_longitude                  76.975440
Delivery_location_latitude            11.033008
Delivery_location_longitude           77.005440
Order_Date                           15-03-2022
Time_Orderd                               23:35
Time_Order_picked                         23:50
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      24.000000
Name: 795, dtype: object
