ID                                       0x661e
Delivery_person_ID                MYSRES09DEL03
Delivery_person_Age                   33.000000
Delivery_person_Ratings                3.600000
Restaurant_latitude                   12.323194
Restaurant_longitude                  76.630583
Delivery_location_latitude            12.413194
Delivery_location_longitude           76.720583
Order_Date                           23-03-2022
Time_Orderd                               18:30
Time_Order_picked                         18:40
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      35.000000
Name: 37701, dtype: object
