ID                                     0x23e1
Delivery_person_ID             PUNERES16DEL01
Delivery_person_Age                 24.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 18.536718
Restaurant_longitude                73.830327
Delivery_location_latitude          18.606718
Delivery_location_longitude         73.900327
Order_Date                         02-03-2022
Time_Orderd                             23:30
Time_Order_picked                       23:45
Weather conditions                      Windy
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    15.000000
Name: 17929, dtype: object
