ID                                      0x4100
Delivery_person_ID             COIMBRES07DEL02
Delivery_person_Age                  37.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  10.961850
Restaurant_longitude                 76.971082
Delivery_location_latitude           10.981850
Delivery_location_longitude          76.991082
Order_Date                          21-03-2022
Time_Orderd                              10:30
Time_Order_picked                        10:45
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                            Snack
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     23.000000
Name: 21681, dtype: object
