ID                                     0x582d
Delivery_person_ID             BANGRES15DEL01
Delivery_person_Age                 30.000000
Delivery_person_Ratings              4.800000
Restaurant_latitude                 12.975377
Restaurant_longitude                77.696664
Delivery_location_latitude          13.015377
Delivery_location_longitude         77.736664
Order_Date                         19-03-2022
Time_Orderd                             15:15
Time_Order_picked                       15:30
Weather conditions                      Windy
Road_traffic_density                   Medium
Vehicle_condition                           0
Type_of_order                          Buffet
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    26.000000
Name: 33475, dtype: object
