ID                                      0x330b
Delivery_person_ID             COIMBRES17DEL02
Delivery_person_Age                  20.000000
Delivery_person_Ratings               4.200000
Restaurant_latitude                  11.026117
Restaurant_longitude                 76.944652
Delivery_location_latitude           11.106117
Delivery_location_longitude          77.024652
Order_Date                          08-03-2022
Time_Orderd                              19:50
Time_Order_picked                        20:05
Weather conditions                  Sandstorms
Road_traffic_density                       Jam
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     37.000000
Name: 40693, dtype: object
