ID                                       0x7e01
Delivery_person_ID             RANCHIRES06DEL02
Delivery_person_Age                   25.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   23.357804
Restaurant_longitude                  85.325146
Delivery_location_latitude            23.407804
Delivery_location_longitude           85.375146
Order_Date                           05-03-2022
Time_Orderd                               22:40
Time_Order_picked                         22:45
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      11.000000
Name: 3872, dtype: object
