ID                                       0xe006
Delivery_person_ID                KNPRES09DEL01
Delivery_person_Age                   36.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   26.473698
Restaurant_longitude                  80.352677
Delivery_location_latitude            26.483698
Delivery_location_longitude           80.362677
Order_Date                           11-02-2022
Time_Orderd                               11:50
Time_Order_picked                         12:05
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 24859, dtype: object
