ID                                    0x3b41
Delivery_person_ID             VADRES03DEL01
Delivery_person_Age                    24.00
Delivery_person_Ratings                 4.50
Restaurant_latitude                    22.32
Restaurant_longitude                   73.17
Delivery_location_latitude             22.43
Delivery_location_longitude            73.28
Order_Date                        16-03-2022
Time_Orderd                            17:10
Time_Order_picked                      17:20
Weather conditions                    Cloudy
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                     0.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       28.00
Name: 3227, dtype: object
