ID                                       0x552a
Delivery_person_ID             RANCHIRES02DEL02
Delivery_person_Age                       22.00
Delivery_person_Ratings                    2.90
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.13
Delivery_location_longitude                0.13
Order_Date                           04-03-2022
Time_Orderd                               23:20
Time_Order_picked                         23:25
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          44.00
Name: 35285, dtype: object
