ID                                       0xe187
Delivery_person_ID                GOARES17DEL01
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   15.496162
Restaurant_longitude                  73.825364
Delivery_location_latitude            15.566162
Delivery_location_longitude           73.895364
Order_Date                           16-02-2022
Time_Orderd                               18:45
Time_Order_picked                         18:50
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      25.000000
Name: 31763, dtype: object
