ID                                       0x3d05
Delivery_person_ID               BANGRES16DEL01
Delivery_person_Age                   35.000000
Delivery_person_Ratings                3.600000
Restaurant_latitude                   13.029198
Restaurant_longitude                  77.570997
Delivery_location_latitude            13.139198
Delivery_location_longitude           77.680997
Order_Date                           06-03-2022
Time_Orderd                               19:20
Time_Order_picked                         19:35
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      37.000000
Name: 36238, dtype: object
