ID                                       0x3a89
Delivery_person_ID               BANGRES07DEL02
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   12.978453
Restaurant_longitude                  77.643685
Delivery_location_latitude            12.998453
Delivery_location_longitude           77.663685
Order_Date                           07-03-2022
Time_Orderd                               10:35
Time_Order_picked                         10:45
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      27.000000
Name: 10781, dtype: object
