ID                                    0x4d67
Delivery_person_ID             MUMRES14DEL03
Delivery_person_Age                22.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                19.181300
Restaurant_longitude               72.836191
Delivery_location_latitude         19.241300
Delivery_location_longitude        72.896191
Order_Date                        03-04-2022
Time_Orderd                            23:55
Time_Order_picked                      23:60
Weather conditions                     Windy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   17.000000
Name: 26464, dtype: object
