ID                                    0xdf00
Delivery_person_ID             ALHRES20DEL01
Delivery_person_Age                39.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                25.454697
Restaurant_longitude               81.834492
Delivery_location_latitude         25.494697
Delivery_location_longitude        81.874492
Order_Date                        13-02-2022
Time_Orderd                            14:40
Time_Order_picked                      14:50
Weather conditions                Sandstorms
Road_traffic_density                    High
Vehicle_condition                          2
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   25.000000
Name: 17981, dtype: object
