ID                                       0xa179
Delivery_person_ID             RANCHIRES03DEL02
Delivery_person_Age                       35.00
Delivery_person_Ratings                    4.60
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.08
Delivery_location_longitude                0.08
Order_Date                           20-03-2022
Time_Orderd                               23:15
Time_Order_picked                         23:20
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          25.00
Name: 7566, dtype: object
