ID                                      0x1a19
Delivery_person_ID             COIMBRES01DEL03
Delivery_person_Age                  37.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.016298
Restaurant_longitude                 76.972076
Delivery_location_latitude           11.106298
Delivery_location_longitude          77.062076
Order_Date                          08-03-2022
Time_Orderd                              23:15
Time_Order_picked                        23:20
Weather conditions                      Cloudy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     35.000000
Name: 30962, dtype: object
