ID                                       0x160b
Delivery_person_ID                MYSRES13DEL01
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.310972
Restaurant_longitude                  76.659264
Delivery_location_latitude            12.350972
Delivery_location_longitude           76.699264
Order_Date                           15-03-2022
Time_Orderd                               16:45
Time_Order_picked                         16:50
Weather conditions                       Stormy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      27.000000
Name: 31248, dtype: object
