ID                                       0x28f8
Delivery_person_ID                VADRES17DEL01
Delivery_person_Age                       34.00
Delivery_person_Ratings                    3.90
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.07
Delivery_location_longitude                0.07
Order_Date                           02-03-2022
Time_Orderd                               19:35
Time_Order_picked                         19:50
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          33.00
Name: 31850, dtype: object
