ID                                        0x542
Delivery_person_ID                JAPRES18DEL02
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                  -26.913987
Restaurant_longitude                  75.752891
Delivery_location_latitude            27.043987
Delivery_location_longitude           75.882891
Order_Date                           23-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         23:15
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      12.000000
Name: 13156, dtype: object
