ID                                    0xe191
Delivery_person_ID             KOCRES08DEL02
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude                 9.985497
Restaurant_longitude               76.276999
Delivery_location_latitude         10.115497
Delivery_location_longitude        76.406999
Order_Date                        12-02-2022
Time_Orderd                            18:20
Time_Order_picked                      18:25
Weather conditions                Sandstorms
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   26.000000
Name: 8418, dtype: object
