ID                                      0x1d07
Delivery_person_ID             COIMBRES03DEL03
Delivery_person_Age                  36.000000
Delivery_person_Ratings               4.100000
Restaurant_latitude                  11.025083
Restaurant_longitude                 77.015393
Delivery_location_latitude           11.085083
Delivery_location_longitude          77.075393
Order_Date                          17-03-2022
Time_Orderd                              20:35
Time_Order_picked                        20:50
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                            Snack
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     35.000000
Name: 996, dtype: object
