ID                                       0x823c
Delivery_person_ID                MUMRES02DEL01
Delivery_person_Age                   20.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   19.221315
Restaurant_longitude                  72.862381
Delivery_location_latitude            19.261315
Delivery_location_longitude           72.902381
Order_Date                           17-03-2022
Time_Orderd                               14:50
Time_Order_picked                         14:60
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      22.000000
Name: 12550, dtype: object
